month,state,totals
2014-01-01,Mariana Islands,0
2014-01-01,Maryland,21715
2014-01-01,Massachusetts,17908
2014-01-01,Michigan,29623
2014-01-01,Minnesota,34528
2014-01-01,Mississippi,14902
2014-01-01,Missouri,36903
2014-01-01,Montana,8273
2014-01-01,Nebraska,6115
2014-01-01,Nevada,9387
2014-01-01,New Hampshire,9884
2014-01-01,New Jersey,7954
2014-01-01,New Mexico,10183
2014-01-01,New York,25551
2014-01-01,North Carolina,41804
2014-01-01,North Dakota,5594
2014-01-01,Ohio,40864
2014-01-01,Oklahoma,26608
2014-01-01,Oregon,19504
2014-01-01,Pennsylvania,69963
2014-01-01,Puerto Rico,1400
2014-01-01,Rhode Island,1646
2014-01-01,South Carolina,22356
2014-01-01,South Dakota,6101
2014-01-01,Tennessee,45597
2014-01-01,Texas,130524
2014-01-01,Utah,21908
2014-01-01,Vermont,2138
2014-01-01,Virgin Islands,131
2014-01-01,Virginia,31647
2014-01-01,Washington,40612
2014-01-01,West Virginia,15350
2014-01-01,Wisconsin,23568
2014-01-01,Wyoming,4359
2013-12-01,Alabama,77374
2013-12-01,Alaska,7951
2013-12-01,Arizona,32374
2013-12-01,Arkansas,25583
2013-12-01,California,138522
2013-12-01,Colorado,43268
2013-12-01,Connecticut,21633
2013-12-01,Delaware,3752
2013-12-01,District of Columbia,35
2013-12-01,Florida,102760
2013-12-01,Georgia,55863
2013-12-01,Guam,141
2013-12-01,Hawaii,1401
2013-12-01,Idaho,13971
2013-12-01,Illinois,91077
2013-12-01,Indiana,53359
2013-12-01,Iowa,12638
2013-12-01,Kansas,21426
2013-12-01,Kentucky,231210
2013-12-01,Louisiana,42824
2013-12-01,Maine,7812
2013-12-01,Mariana Islands,2
2013-12-01,Maryland,21256
2013-12-01,Massachusetts,16407
2013-12-01,Michigan,37647
2013-12-01,Minnesota,38679
2013-12-01,Mississippi,29367
2013-12-01,Missouri,51223
2013-12-01,Montana,11763
2013-12-01,Nebraska,8665
2013-12-01,Nevada,12897
2013-12-01,New Hampshire,10993
2013-12-01,New Jersey,9118
2013-12-01,New Mexico,14896
2013-12-01,New York,32657
2013-12-01,North Carolina,59061
2013-12-01,North Dakota,6949
2013-12-01,Ohio,67301
2013-12-01,Oklahoma,39176
2013-12-01,Oregon,26573
2013-12-01,Pennsylvania,87441
2013-12-01,Puerto Rico,1305
2013-12-01,Rhode Island,1969
2013-12-01,South Carolina,31309
2013-12-01,South Dakota,9118
2013-12-01,Tennessee,64784
2013-12-01,Texas,166074
2013-12-01,Utah,24978
2013-12-01,Vermont,2873
2013-12-01,Virgin Islands,94
2013-12-01,Virginia,51344
2013-12-01,Washington,46998
2013-12-01,West Virginia,26265
2013-12-01,Wisconsin,31714
2013-12-01,Wyoming,6885
2013-11-01,Alabama,59213
2013-11-01,Alaska,6868
2013-11-01,Arizona,26839
2013-11-01,Arkansas,24393
2013-11-01,California,109140
2013-11-01,Colorado,37908
2013-11-01,Connecticut,22530
2013-11-01,Delaware,3354
2013-11-01,District of Columbia,35
2013-11-01,Florida,86342
2013-11-01,Georgia,43059
2013-11-01,Guam,103
2013-11-01,Hawaii,1103
2013-11-01,Idaho,10703
2013-11-01,Illinois,90868
2013-11-01,Indiana,51526
2013-11-01,Iowa,12076
2013-11-01,Kansas,18670
2013-11-01,Kentucky,208696
2013-11-01,Louisiana,33765
2013-11-01,Maine,8004
2013-11-01,Mariana Islands,5
2013-11-01,Maryland,18413
2013-11-01,Massachusetts,18506
2013-11-01,Michigan,39996
2013-11-01,Minnesota,38292
2013-11-01,Mississippi,25301
2013-11-01,Missouri,47444
2013-11-01,Montana,10548
2013-11-01,Nebraska,6868
2013-11-01,Nevada,10503
2013-11-01,New Hampshire,10397
2013-11-01,New Jersey,10031
2013-11-01,New Mexico,12642
2013-11-01,New York,32643
2013-11-01,North Carolina,50272
2013-11-01,North Dakota,7692
2013-11-01,Ohio,61911
2013-11-01,Oklahoma,35876
2013-11-01,Oregon,22895
2013-11-01,Pennsylvania,88985
2013-11-01,Puerto Rico,1488
2013-11-01,Rhode Island,1925
2013-11-01,South Carolina,25922
2013-11-01,South Dakota,8416
2013-11-01,Tennessee,53278
2013-11-01,Texas,133911
2013-11-01,Utah,21492
2013-11-01,Vermont,3007
2013-11-01,Virgin Islands,86
2013-11-01,Virginia,44918
2013-11-01,Washington,40784
2013-11-01,West Virginia,24919
2013-11-01,Wisconsin,35704
2013-11-01,Wyoming,5494
2013-10-01,Alabama,51520
2013-10-01,Alaska,8322
2013-10-01,Arizona,24148
2013-10-01,Arkansas,19661
2013-10-01,California,114595
2013-10-01,Colorado,34371
2013-10-01,Connecticut,20189
2013-10-01,Delaware,2989
2013-10-01,District of Columbia,37
2013-10-01,Florida,79284
2013-10-01,Georgia,38032
2013-10-01,Guam,127
2013-10-01,Hawaii,1325
2013-10-01,Idaho,10694
2013-10-01,Illinois,101416
2013-10-01,Indiana,43650
2013-10-01,Iowa,11717
2013-10-01,Kansas,15038
2013-10-01,Kentucky,204305
2013-10-01,Louisiana,28194
2013-10-01,Maine,9707
2013-10-01,Mariana Islands,2
2013-10-01,Maryland,20526
2013-10-01,Massachusetts,19891
2013-10-01,Michigan,40320
2013-10-01,Minnesota,43178
2013-10-01,Mississippi,18028
2013-10-01,Missouri,42480
2013-10-01,Montana,12038
2013-10-01,Nebraska,6517
2013-10-01,Nevada,9800
2013-10-01,New Hampshire,11318
2013-10-01,New Jersey,9341
2013-10-01,New Mexico,12018
2013-10-01,New York,30402
2013-10-01,North Carolina,40850
2013-10-01,North Dakota,8511
2013-10-01,Ohio,48416
2013-10-01,Oklahoma,27268
2013-10-01,Oregon,19484
2013-10-01,Pennsylvania,79205
2013-10-01,Puerto Rico,1491
2013-10-01,Rhode Island,1862
2013-10-01,South Carolina,21704
2013-10-01,South Dakota,8534
2013-10-01,Tennessee,42522
2013-10-01,Texas,124834
2013-10-01,Utah,17812
2013-10-01,Vermont,2951
2013-10-01,Virgin Islands,96
2013-10-01,Virginia,36623
2013-10-01,Washington,41311
2013-10-01,West Virginia,19865
2013-10-01,Wisconsin,35951
2013-10-01,Wyoming,4629
2013-09-01,Alabama,46263
2013-09-01,Alaska,6047
2013-09-01,Arizona,22904
2013-09-01,Arkansas,16195
2013-09-01,California,104067
2013-09-01,Colorado,31620
2013-09-01,Connecticut,21666
2013-09-01,Delaware,2515
2013-09-01,District of Columbia,36
2013-09-01,Florida,73216
2013-09-01,Georgia,32309
2013-09-01,Guam,98
2013-09-01,Hawaii,1196
2013-09-01,Idaho,10165
2013-09-01,Illinois,67839
2013-09-01,Indiana,40129
2013-09-01,Iowa,10873
2013-09-01,Kansas,13318
2013-09-01,Kentucky,54426
2013-09-01,Louisiana,29508
2013-09-01,Maine,8102
2013-09-01,Mariana Islands,1
2013-09-01,Maryland,49644
2013-09-01,Massachusetts,18583
2013-09-01,Michigan,36135
2013-09-01,Minnesota,40431
2013-09-01,Mississippi,14804
2013-09-01,Missouri,35901
2013-09-01,Montana,10194
2013-09-01,Nebraska,5387
2013-09-01,Nevada,8704
2013-09-01,New Hampshire,10164
2013-09-01,New Jersey,8091
2013-09-01,New Mexico,10018
2013-09-01,New York,27247
2013-09-01,North Carolina,34609
2013-09-01,North Dakota,6707
2013-09-01,Ohio,42579
2013-09-01,Oklahoma,23496
2013-09-01,Oregon,19746
2013-09-01,Pennsylvania,70015
2013-09-01,Puerto Rico,1469
2013-09-01,Rhode Island,1622
2013-09-01,South Carolina,20573
2013-09-01,South Dakota,6812
2013-09-01,Tennessee,40207
2013-09-01,Texas,111067
2013-09-01,Utah,19074
2013-09-01,Vermont,2742
2013-09-01,Virgin Islands,94
2013-09-01,Virginia,33507
2013-09-01,Washington,36213
2013-09-01,West Virginia,17038
2013-09-01,Wisconsin,32039
2013-09-01,Wyoming,5018
2013-08-01,Alabama,49978
2013-08-01,Alaska,7545
2013-08-01,Arizona,29065
2013-08-01,Arkansas,22401
2013-08-01,California,111132
2013-08-01,Colorado,35642
2013-08-01,Connecticut,23489
2013-08-01,Delaware,2526
2013-08-01,District of Columbia,35
2013-08-01,Florida,81138
2013-08-01,Georgia,34288
2013-08-01,Guam,122
2013-08-01,Hawaii,1283
2013-08-01,Idaho,9967
2013-08-01,Illinois,85074
2013-08-01,Indiana,49336
2013-08-01,Iowa,8566
2013-08-01,Kansas,14753
2013-08-01,Kentucky,27296
2013-08-01,Louisiana,25224
2013-08-01,Maine,6806
2013-08-01,Mariana Islands,0
2013-08-01,Maryland,14929
2013-08-01,Massachusetts,21380
2013-08-01,Michigan,34265
2013-08-01,Minnesota,35738
2013-08-01,Mississippi,16821
2013-08-01,Missouri,38352
2013-08-01,Montana,10683
2013-08-01,Nebraska,5411
2013-08-01,Nevada,9540
2013-08-01,New Hampshire,9645
2013-08-01,New Jersey,9865
2013-08-01,New Mexico,10939
2013-08-01,New York,23867
2013-08-01,North Carolina,36326
2013-08-01,North Dakota,5641
2013-08-01,Ohio,41954
2013-08-01,Oklahoma,26282
2013-08-01,Oregon,18504
2013-08-01,Pennsylvania,70687
2013-08-01,Puerto Rico,1540
2013-08-01,Rhode Island,1642
2013-08-01,South Carolina,25637
2013-08-01,South Dakota,5998
2013-08-01,Tennessee,39133
2013-08-01,Texas,115380
2013-08-01,Utah,30966
2013-08-01,Vermont,2306
2013-08-01,Virgin Islands,107
2013-08-01,Virginia,33074
2013-08-01,Washington,37388
2013-08-01,West Virginia,16506
2013-08-01,Wisconsin,27420
2013-08-01,Wyoming,4876
2013-07-01,Alabama,33290
2013-07-01,Alaska,5889
2013-07-01,Arizona,25712
2013-07-01,Arkansas,22815
2013-07-01,California,100114
2013-07-01,Colorado,42207
2013-07-01,Connecticut,22598
2013-07-01,Delaware,2282
2013-07-01,District of Columbia,32
2013-07-01,Florida,78121
2013-07-01,Georgia,31011
2013-07-01,Guam,113
2013-07-01,Hawaii,1260
2013-07-01,Idaho,8460
2013-07-01,Illinois,82699
2013-07-01,Indiana,51081
2013-07-01,Iowa,6772
2013-07-01,Kansas,14721
2013-07-01,Kentucky,29719
2013-07-01,Louisiana,19777
2013-07-01,Maine,5492
2013-07-01,Mariana Islands,0
2013-07-01,Maryland,12248
2013-07-01,Massachusetts,20775
2013-07-01,Michigan,29608
2013-07-01,Minnesota,30700
2013-07-01,Mississippi,12768
2013-07-01,Missouri,32926
2013-07-01,Montana,8719
2013-07-01,Nebraska,4323
2013-07-01,Nevada,8915
2013-07-01,New Hampshire,8707
2013-07-01,New Jersey,9963
2013-07-01,New Mexico,10135
2013-07-01,New York,20065
2013-07-01,North Carolina,33798
2013-07-01,North Dakota,5143
2013-07-01,Ohio,39440
2013-07-01,Oklahoma,22622
2013-07-01,Oregon,15846
2013-07-01,Pennsylvania,60876
2013-07-01,Puerto Rico,1351
2013-07-01,Rhode Island,1561
2013-07-01,South Carolina,23572
2013-07-01,South Dakota,4719
2013-07-01,Tennessee,34531
2013-07-01,Texas,100819
2013-07-01,Utah,28963
2013-07-01,Vermont,1915
2013-07-01,Virgin Islands,77
2013-07-01,Virginia,28960
2013-07-01,Washington,33115
2013-07-01,West Virginia,13839
2013-07-01,Wisconsin,22108
2013-07-01,Wyoming,4299
2013-06-01,Alabama,27990
2013-06-01,Alaska,6077
2013-06-01,Arizona,25994
2013-06-01,Arkansas,17280
2013-06-01,California,109153
2013-06-01,Colorado,40488
2013-06-01,Connecticut,22597
2013-06-01,Delaware,2447
2013-06-01,District of Columbia,26
2013-06-01,Florida,76142
2013-06-01,Georgia,28248
2013-06-01,Guam,95
2013-06-01,Hawaii,1146
2013-06-01,Idaho,8717
2013-06-01,Illinois,105012
2013-06-01,Indiana,39636
2013-06-01,Iowa,8336
2013-06-01,Kansas,13084
2013-06-01,Kentucky,29195
2013-06-01,Louisiana,18953
2013-06-01,Maine,5620
2013-06-01,Mariana Islands,0
2013-06-01,Maryland,12702
2013-06-01,Massachusetts,18481
2013-06-01,Michigan,29521
2013-06-01,Minnesota,29559
2013-06-01,Mississippi,11605
2013-06-01,Missouri,32677
2013-06-01,Montana,8571
2013-06-01,Nebraska,4503
2013-06-01,Nevada,9962
2013-06-01,New Hampshire,8975
2013-06-01,New Jersey,12104
2013-06-01,New Mexico,9948
2013-06-01,New York,21003
2013-06-01,North Carolina,32934
2013-06-01,North Dakota,5016
2013-06-01,Ohio,39150
2013-06-01,Oklahoma,21661
2013-06-01,Oregon,17274
2013-06-01,Pennsylvania,61992
2013-06-01,Puerto Rico,1606
2013-06-01,Rhode Island,1697
2013-06-01,South Carolina,21463
2013-06-01,South Dakota,4820
2013-06-01,Tennessee,36424
2013-06-01,Texas,97420
2013-06-01,Utah,27453
2013-06-01,Vermont,1957
2013-06-01,Virgin Islands,94
2013-06-01,Virginia,29376
2013-06-01,Washington,35567
2013-06-01,West Virginia,13796
2013-06-01,Wisconsin,20416
2013-06-01,Wyoming,4854
2013-05-01,Alabama,32005
2013-05-01,Alaska,7529
2013-05-01,Arizona,27145
2013-05-01,Arkansas,18509
2013-05-01,California,112464
2013-05-01,Colorado,39181
2013-05-01,Connecticut,22706
2013-05-01,Delaware,2992
2013-05-01,District of Columbia,40
2013-05-01,Florida,90077
2013-05-01,Georgia,32984
2013-05-01,Guam,134
2013-05-01,Hawaii,1322
2013-05-01,Idaho,10133
2013-05-01,Illinois,109338
2013-05-01,Indiana,39560
2013-05-01,Iowa,9708
2013-05-01,Kansas,19099
2013-05-01,Kentucky,25271
2013-05-01,Louisiana,21920
2013-05-01,Maine,6442
2013-05-01,Mariana Islands,0
2013-05-01,Maryland,14340
2013-05-01,Massachusetts,20226
2013-05-01,Michigan,34050
2013-05-01,Minnesota,40424
2013-05-01,Mississippi,13418
2013-05-01,Missouri,39002
2013-05-01,Montana,9873
2013-05-01,Nebraska,5806
2013-05-01,Nevada,11297
2013-05-01,New Hampshire,11780
2013-05-01,New Jersey,12656
2013-05-01,New Mexico,11936
2013-05-01,New York,23167
2013-05-01,North Carolina,38695
2013-05-01,North Dakota,6284
2013-05-01,Ohio,42751
2013-05-01,Oklahoma,24269
2013-05-01,Oregon,18777
2013-05-01,Pennsylvania,70882
2013-05-01,Puerto Rico,1555
2013-05-01,Rhode Island,2109
2013-05-01,South Carolina,23713
2013-05-01,South Dakota,5772
2013-05-01,Tennessee,42521
2013-05-01,Texas,111668
2013-05-01,Utah,34615
2013-05-01,Vermont,2228
2013-05-01,Virgin Islands,75
2013-05-01,Virginia,31108
2013-05-01,Washington,40430
2013-05-01,West Virginia,15908
2013-05-01,Wisconsin,28975
2013-05-01,Wyoming,5581
2013-04-01,Alabama,33215
2013-04-01,Alaska,8758
2013-04-01,Arizona,32444
2013-04-01,Arkansas,22062
2013-04-01,California,110149
2013-04-01,Colorado,43675
2013-04-01,Connecticut,29703
2013-04-01,Delaware,3665
2013-04-01,District of Columbia,48
2013-04-01,Florida,102757
2013-04-01,Georgia,39865
2013-04-01,Guam,89
2013-04-01,Hawaii,1753
2013-04-01,Idaho,13075
2013-04-01,Illinois,132255
2013-04-01,Indiana,51393
2013-04-01,Iowa,15734
2013-04-01,Kansas,21146
2013-04-01,Kentucky,39190
2013-04-01,Louisiana,24525
2013-04-01,Maine,8888
2013-04-01,Mariana Islands,0
2013-04-01,Maryland,15618
2013-04-01,Massachusetts,22616
2013-04-01,Michigan,49219
2013-04-01,Minnesota,52210
2013-04-01,Mississippi,15363
2013-04-01,Missouri,47963
2013-04-01,Montana,11764
2013-04-01,Nebraska,8310
2013-04-01,Nevada,14225
2013-04-01,New Hampshire,14365
2013-04-01,New Jersey,8977
2013-04-01,New Mexico,12995
2013-04-01,New York,30999
2013-04-01,North Carolina,46729
2013-04-01,North Dakota,7678
2013-04-01,Ohio,57639
2013-04-01,Oklahoma,30530
2013-04-01,Oregon,23657
2013-04-01,Pennsylvania,90995
2013-04-01,Puerto Rico,1315
2013-04-01,Rhode Island,2775
2013-04-01,South Carolina,27599
2013-04-01,South Dakota,7058
2013-04-01,Tennessee,45767
2013-04-01,Texas,131815
2013-04-01,Utah,30717
2013-04-01,Vermont,3608
2013-04-01,Virgin Islands,108
2013-04-01,Virginia,39271
2013-04-01,Washington,49100
2013-04-01,West Virginia,18761
2013-04-01,Wisconsin,42236
2013-04-01,Wyoming,6084
2013-03-01,Alabama,45144
2013-03-01,Alaska,9047
2013-03-01,Arizona,36946
2013-03-01,Arkansas,28004
2013-03-01,California,117106
2013-03-01,Colorado,58007
2013-03-01,Connecticut,31213
2013-03-01,Delaware,4250
2013-03-01,District of Columbia,52
2013-03-01,Florida,86541
2013-03-01,Georgia,53457
2013-03-01,Guam,82
2013-03-01,Hawaii,1564
2013-03-01,Idaho,15954
2013-03-01,Illinois,137812
2013-03-01,Indiana,57961
2013-03-01,Iowa,19176
2013-03-01,Kansas,22741
2013-03-01,Kentucky,243253
2013-03-01,Louisiana,30893
2013-03-01,Maine,10320
2013-03-01,Mariana Islands,0
2013-03-01,Maryland,16873
2013-03-01,Massachusetts,25220
2013-03-01,Michigan,57686
2013-03-01,Minnesota,57031
2013-03-01,Mississippi,21207
2013-03-01,Missouri,62321
2013-03-01,Montana,13783
2013-03-01,Nebraska,11052
2013-03-01,Nevada,15623
2013-03-01,New Hampshire,15881
2013-03-01,New Jersey,9843
2013-03-01,New Mexico,16606
2013-03-01,New York,35013
2013-03-01,North Carolina,58353
2013-03-01,North Dakota,8143
2013-03-01,Ohio,76031
2013-03-01,Oklahoma,37224
2013-03-01,Oregon,28021
2013-03-01,Pennsylvania,114209
2013-03-01,Puerto Rico,1233
2013-03-01,Rhode Island,3088
2013-03-01,South Carolina,35234
2013-03-01,South Dakota,9506
2013-03-01,Tennessee,61462
2013-03-01,Texas,163594
2013-03-01,Utah,32240
2013-03-01,Vermont,4099
2013-03-01,Virgin Islands,271
2013-03-01,Virginia,52284
2013-03-01,Washington,60588
2013-03-01,West Virginia,25848
2013-03-01,Wisconsin,50492
2013-03-01,Wyoming,7534
2013-02-01,Alabama,52678
2013-02-01,Alaska,9397
2013-02-01,Arizona,38022
2013-02-01,Arkansas,33226
2013-02-01,California,108666
2013-02-01,Colorado,55170
2013-02-01,Connecticut,24128
2013-02-01,Delaware,4235
2013-02-01,District of Columbia,62
2013-02-01,Florida,99785
2013-02-01,Georgia,67907
2013-02-01,Guam,95
2013-02-01,Hawaii,1803
2013-02-01,Idaho,17947
2013-02-01,Illinois,127615
2013-02-01,Indiana,57638
2013-02-01,Iowa,20309
2013-02-01,Kansas,24839
2013-02-01,Kentucky,247260
2013-02-01,Louisiana,35129
2013-02-01,Maine,9029
2013-02-01,Mariana Islands,2
2013-02-01,Maryland,16241
2013-02-01,Massachusetts,21491
2013-02-01,Michigan,54680
2013-02-01,Minnesota,55260
2013-02-01,Mississippi,26649
2013-02-01,Missouri,65205
2013-02-01,Montana,14677
2013-02-01,Nebraska,9960
2013-02-01,Nevada,17065
2013-02-01,New Hampshire,14988
2013-02-01,New Jersey,8972
2013-02-01,New Mexico,17202
2013-02-01,New York,32249
2013-02-01,North Carolina,72694
2013-02-01,North Dakota,8362
2013-02-01,Ohio,79762
2013-02-01,Oklahoma,43984
2013-02-01,Oregon,30190
2013-02-01,Pennsylvania,113841
2013-02-01,Puerto Rico,1258
2013-02-01,Rhode Island,2624
2013-02-01,South Carolina,42168
2013-02-01,South Dakota,10060
2013-02-01,Tennessee,70784
2013-02-01,Texas,189806
2013-02-01,Utah,28356
2013-02-01,Vermont,4254
2013-02-01,Virgin Islands,6
2013-02-01,Virginia,57124
2013-02-01,Washington,66081
2013-02-01,West Virginia,29414
2013-02-01,Wisconsin,50656
2013-02-01,Wyoming,7556
2013-01-01,Alabama,55210
2013-01-01,Alaska,9975
2013-01-01,Arizona,41443
2013-01-01,Arkansas,29607
2013-01-01,California,133187
2013-01-01,Colorado,53121
2013-01-01,Connecticut,31886
2013-01-01,Delaware,5055
2013-01-01,District of Columbia,59
2013-01-01,Florida,117696
2013-01-01,Georgia,70862
2013-01-01,Guam,132
2013-01-01,Hawaii,2260
2013-01-01,Idaho,17708
2013-01-01,Illinois,149608
2013-01-01,Indiana,61855
2013-01-01,Iowa,24157
2013-01-01,Kansas,29270
2013-01-01,Kentucky,238510
2013-01-01,Louisiana,42313
2013-01-01,Maine,10538
2013-01-01,Mariana Islands,1
2013-01-01,Maryland,18392
2013-01-01,Massachusetts,27785
2013-01-01,Michigan,60852
2013-01-01,Minnesota,64272
2013-01-01,Mississippi,26380
2013-01-01,Missouri,71515
2013-01-01,Montana,15217
2013-01-01,Nebraska,14751
2013-01-01,Nevada,18361
2013-01-01,New Hampshire,20513
2013-01-01,New Jersey,11110
2013-01-01,New Mexico,16998
2013-01-01,New York,43752
2013-01-01,North Carolina,70301
2013-01-01,North Dakota,9686
2013-01-01,Ohio,83996
2013-01-01,Oklahoma,48246
2013-01-01,Oregon,33335
2013-01-01,Pennsylvania,135603
2013-01-01,Puerto Rico,1357
2013-01-01,Rhode Island,3792
2013-01-01,South Carolina,36801
2013-01-01,South Dakota,11242
2013-01-01,Tennessee,69456
2013-01-01,Texas,186890
2013-01-01,Utah,27938
2013-01-01,Vermont,4195
2013-01-01,Virgin Islands,26
2013-01-01,Virginia,60837
2013-01-01,Washington,73547
2013-01-01,West Virginia,26793
2013-01-01,Wisconsin,56977
2013-01-01,Wyoming,7861
